,case_id,t_state,p_name,p_year,p_tnum,p_cap,xlong,ylat
32698,3044461,TX,Stephens Ranch 1,2014.0,118,211.22,-101.707748,32.963963
32855,3044619,HI,Kawailoa Wind,2012.0,30,69.0,-158.051086,21.604696
32868,3044632,ID,Meadow Creek,2012.0,57,119.7,-111.80218500000001,43.565895000000005
32947,3044712,CA,Pinyon Pines II,2012.0,44,132.0,-118.18748500000001,35.018295
33016,3044785,MT,Spion Kop,2012.0,25,40.0,-110.65418999999999,47.324593
33051,3044820,TX,Mozart,2012.0,12,30.0,-100.52399399999999,32.969494
33268,3045039,MT,Judith Gap,2005.0,90,135.0,-109.742287,46.538895000000004
33418,3045191,OR,Willow Creek,2009.0,48,72.0,-120.017784,45.661095
33573,3045349,ID,Wolverine Creek,2005.0,43,64.5,-111.86268600000001,43.334694
33717,3045493,AK,Nome Newton Peak,2013.0,2,1.8,-165.42648300000002,64.57040400000001
33772,3045551,WA,Swauk Valley,2012.0,5,4.25,-120.75378400000001,47.140293
33896,3045676,CA,Alta XI,2013.0,7,19.95,-118.38028700000001,35.068497
33912,3045692,AK,Fire Island Project,2012.0,11,17.6,-150.267471,61.124995999999996
33956,3045746,IN,Wildcat I,2012.0,125,200.0,-85.932198,40.365593
34046,3045836,TX,Grandview I,2014.0,118,211.22,-101.274063,35.273163000000004
34064,3045854,IN,Winchester,2014.0,1,0.85,-84.977432,40.189621
34066,3045857,MA,Hull I,2001.0,1,0.66,-70.922195,42.304390000000005
34088,3045880,IA,Cumberland Rose,2012.0,1,1.6,-94.43489100000001,41.227092999999996
34139,3045934,IN,Headwaters,2014.0,100,200.0,-84.99499499999999,40.109722
34157,3045952,MI,Cross Winds Energy Park,2014.0,62,110.98,-83.478249,43.571521999999995
34166,3045961,IA,Lundgren,2014.0,107,251.02200000000002,-94.255455,42.404182
34280,3046076,IL,Pilot Hill,2015.0,103,175.1,-88.04761500000001,40.979046000000004
34284,3046080,MI,Big Turtle,2014.0,10,20.0,-82.744934,43.86314
34291,3046087,OH,Harpster Wind,2016.0,1,1.5,-83.228584,40.718292
34294,3046090,IA,Highland I,2015.0,211,495.01,-95.59137700000001,43.091446000000005
34324,3046120,IA,Highland II,2015.0,3,7.04,-95.521919,43.050854
34463,3046259,NY,Orangeville Wind,2013.0,52,84.24,-78.265495,42.713291
34466,3046262,MA,6th Space Warning Squadron,2013.0,2,3.36,-70.541801,41.752491
34469,3046265,ND,Bison Wind 4,2014.0,64,204.8,-101.475792,47.006512
34559,3046358,NE,Broken Bow II,2014.0,43,75.0,-99.525475,41.551285
34610,3046410,IN,Shenandoah School Corporation,2013.0,1,0.9,-85.523666,40.010242
34620,3046420,MA,LWSC Wind Turbine,2014.0,1,0.6,-70.956688,42.452690000000004
34633,3046433,OH,Honda Plant,2013.0,2,3.4,-83.893204,40.449333
34656,3046456,IA,Wellsburg,2014.0,60,140.76,-92.983612,42.424454
34721,3046523,MN,White Earth Tribe,2018.0,1,0.75,-95.859604,47.089199
34734,3046536,KS,Cloud Power,2010.0,1,0.35,-97.664314,39.54911
34746,3046549,IA,Macksburg,2014.0,51,119.646,-94.168396,41.234344
34905,3046711,SD,"Beethoven Wind, LLC",2015.0,43,79.55,-98.053833,43.180962
34953,3046759,KS,Alexander,2015.0,21,48.3,-99.546196,38.456131
35115,3046922,TX,Goldthwaite,2013.0,83,141.1,-98.485229,31.404615000000003
35122,3046929,TX,Palo Duro,2014.0,147,249.9,-101.010239,36.496635
35255,3047062,TX,Hidalgo (Los Mirasoles),2016.0,75,150.0,-98.447525,26.469490000000004
35262,3047069,TX,Hidalgo II (Los Mirasoles),2016.0,50,100.0,-98.396118,26.499252000000002
35325,3047133,OK,Origin,2014.0,75,150.0,-97.336624,34.489754
35398,3047207,TX,Mesquite Creek,2015.0,118,211.22,-101.778595,32.667534
35408,3047217,CA,Alta X,2013.0,48,136.8,-118.25403600000001,35.08532
35463,3047274,TX,Longhorn,2015.0,100,200.0,-101.276237,34.346825
35567,3047378,TX,Keechi,2015.0,55,110.0,-98.17420200000001,33.188435
35570,3047381,TX,Hereford 1,2014.0,50,100.0,-102.301651,34.779976
35674,3047485,OK,Balko Wind,2015.0,162,299.7,-100.93457,36.503124
35820,3047636,CO,Spring Canyon Expansion,2014.0,35,60.0,-102.963127,40.995125
35821,3047637,OK,Kingfisher Wind,2015.0,90,180.0,-97.92144,35.640888000000004
36025,3047844,OK,Mammoth Plains,2014.0,117,198.9,-98.754173,36.027115
36144,3047969,NM,"Brahms Wind, LLC",2014.0,12,19.8,-103.324455,34.740345
36151,3047976,WA,Tucannon River,2014.0,116,266.8,-118.03045700000001,46.437523
36210,3048035,TX,Windthorst-2,2014.0,28,64.4,-98.542152,33.503624
36406,3048237,CO,Huerfano River,2013.0,4,8.0,-104.83149,37.776092999999996
36410,3048242,CA,City of Soledad Water Reclamation Facility,2014.0,1,1.85,-121.34016399999999,36.42094
36411,3048243,CA,Golden Acorn Casino,2014.0,1,1.85,-116.35131799999999,32.701496
36531,3048363,MT,Fairfield Wind Farm,2014.0,4,6.8,-111.965317,47.723273999999996
36587,3048419,UT,Latigo,2016.0,27,62.1,-109.381294,37.883072
36616,3048448,CA,Taylor Farms,2014.0,1,1.85,-121.451797,36.50515
36617,3048449,TX,Spinning Spur 2,2014.0,87,160.95,-102.672989,35.336994
36625,3048457,TX,Miami,2014.0,156,288.6,-100.552818,35.712925
36877,3048772,TX,Los Vientos III,2015.0,100,200.0,-98.605919,26.533195000000003
37022,3048919,ND,Border Winds Project,2015.0,75,150.0,-99.605713,48.970524
37101,3048998,ME,Saddleback Ridge,2014.0,3,8.55,-70.37999,44.601428999999996
37113,3049010,MD,Fourmile Ridge,2014.0,16,40.0,-78.984024,39.662014
37129,3049026,MN,Pleasant Valley,2015.0,100,200.0,-92.885345,43.853733
37223,3049120,MD,Fair Wind,2015.0,12,30.0,-79.381378,39.331512
37241,3049138,CT,Wind Colebrook South,2015.0,2,5.0,-73.145882,41.962429
37284,3049182,IL,Hoopeston Wind,2015.0,49,98.0,-87.805962,40.409374
37318,3049216,ME,Passadumkeag,2016.0,13,42.9,-68.387497,45.126011
37323,3049221,RI,WED Coventry 6,2016.0,3,4.5,-71.708107,41.669895000000004
37326,3049224,RI,WED Coventry 2,2016.0,3,4.5,-71.703789,41.667122
37329,3049227,NY,Marsh Hill,2014.0,10,16.2,-77.520576,42.179512
37330,3049229,TN,Buffalo Mountain (Windrock),2000.0,3,1.98,-84.339096,36.121895
37339,3049238,SD,Oak Tree,2014.0,11,19.5,-97.722038,44.944664
37340,3049239,ME,Patriot,2008.0,3,4.5,-69.338287,44.491611
37349,3049248,ME,Hancock,2016.0,17,51.0,-68.133354,44.73624
37369,3049277,NC,Amazon Wind Farm US East,2017.0,104,208.0,-76.488823,36.299015000000004
37569,3049497,IA,Adams,2016.0,60,144.9,-94.671776,40.919909999999994
37572,3049500,IA,30 MW Iowa DG Portfolio,2017.0,10,30.0,-93.51589200000001,42.016373
37579,3049508,MN,Black Oak Getty,2016.0,39,78.0,-95.06871,45.662186
37617,3049550,IA,Mason Wind LLC Mason City,2017.0,5,10.0,-93.109177,43.135239
37627,3049560,RI,WED Coventry 4,2016.0,1,1.5,-71.729477,41.686527000000005
37631,3049568,MA,Future Generation Wind,2016.0,4,8.0,-70.613007,41.775017
37650,3049588,ND,Thunder Spirit,2015.0,43,107.5,-102.63806899999999,46.084072
37694,3049639,IN,Amazon Wind Farm (Fowler Ridge),2015.0,65,149.5,-87.421127,40.611202
37755,3049700,MN,Odell,2016.0,100,200.0,-94.910599,43.856033000000004
37758,3049703,IA,Mason Wind LLC Fairbank,2017.0,3,6.0,-92.020935,42.643631
37760,3049706,KS,Slate Creek,2015.0,75,150.0,-97.243256,37.124317
37870,3049816,ND,Sunflower,2016.0,52,104.0,-102.042992,46.825687
37900,3049850,WV,New Creek Wind,2016.0,4,8.0,-79.126869,39.231421999999995
37918,3049868,OH,Amazon Wind Farm US Central,2016.0,48,100.8,-84.73496999999999,41.144917
37954,3049911,KS,Cedar Bluff,2015.0,111,198.7,-99.706062,38.715412
38077,3050037,RI,WED Coventry 1,2016.0,1,1.5,-71.707817,41.675499
38079,3050039,RI,WED Coventry 3,2016.0,1,1.5,-71.721161,41.695499
38098,3050064,MI,Deerfield,2017.0,44,90.2,-82.84773,43.953421999999996
38105,3050084,NH,Jericho Mountain,2015.0,5,14.25,-71.220718,44.47118
38129,3050135,OK,Seiling,2014.0,117,198.9,-99.057693,36.076603000000006
38141,3050147,TX,Falvez Astra,2017.0,68,163.2,-102.039078,34.792927
38195,3050201,CA,Rising Tree North,2014.0,30,99.0,-118.20651200000002,35.092762
38245,3050252,TX,Spinning Spur 3,2015.0,97,194.0,-102.755524,35.268345000000004
38387,3050394,OR,Willow Spring,2017.0,5,10.0,-117.274872,44.381596
38408,3050415,OK,Seiling 2,2014.0,59,100.3,-98.987434,36.186221999999994
38474,3050481,CO,Limon III,2014.0,118,200.6,-103.348442,39.295502
38475,3050482,CA,Golden Hills,2015.0,48,85.9,-121.648376,37.714005
38509,3050516,TX,Grandview II (Colbeck's Corner),2016.0,112,200.48,-101.16489399999999,35.354057
38680,3050687,TX,South Plains,2015.0,100,200.0,-101.364655,34.172924
38712,3050719,CA,Rising Tree South,2015.0,30,99.0,-118.229202,35.065521000000004
38752,3050759,MT,Two Dot,2014.0,6,9.72,-110.09069099999999,46.455093
38784,3050792,OK,Goodwell,2015.0,71,142.0,-101.702438,36.506153000000005
38917,3050926,OK,Arbuckle Mountain,2015.0,50,100.0,-97.174713,34.366005
38974,3050983,NM,Anderson Wind Project,2014.0,3,4.95,-103.855408,33.035954
39014,3051025,OK,Osage Wind,2015.0,84,150.36,-96.70027900000001,36.706833
39142,3051154,CO,Peak View Wind,2016.0,34,60.86,-104.492203,37.664375
39169,3051181,TX,Green Pastures II,2015.0,50,150.0,-99.462944,33.638659999999994
39255,3051267,TX,Jumbo Road,2015.0,162,299.7,-102.333733,34.744003
39425,3051437,TX,Rattlesnake,2015.0,118,207.0,-101.490089,31.762054
39436,3051448,TX,Los Vientos IV,2016.0,100,200.0,-98.658035,26.648375
39533,3051548,TX,Mariah North Wind,2016.0,96,230.4,-102.77636700000001,34.733139
39545,3051560,NM,Roosevelt,2015.0,125,250.0,-103.59650400000001,33.969475
39641,3051656,NM,Milo,2015.0,9,18.0,-103.43927,33.907158
39695,3051710,OK,Kay Wind,2015.0,130,299.0,-97.263,36.899319
39853,3051868,TX,Green Pastures I,2015.0,50,150.0,-99.33493,33.670906
39859,3051874,CO,Golden West Wind Farm,2015.0,145,249.2,-104.229362,39.005993
39869,3051884,TX,Cameron,2015.0,55,165.0,-97.49889399999999,26.139754999999997
40021,3052036,TX,Los Vientos V,2015.0,55,110.0,-98.570435,26.449534999999997
40079,3052094,TX,Briscoe,2015.0,81,150.0,-101.339584,34.331253000000004
40171,3052186,OK,Little Elk,2015.0,37,74.0,-98.86824,35.208065000000005
40214,3052230,OK,Breckinridge,2015.0,57,98.1,-97.735939,36.459232
40312,3052329,TX,Gunsight,2016.0,67,119.93,-101.517944,32.498714
40354,3052371,OK,Grant Wind,2016.0,66,151.8,-97.721909,36.889458000000005
40479,3052496,IA,Mason Wind LLC Dyersville,2017.0,3,6.0,-91.23101,42.487156
40485,3052503,OH,Zephyr Wind Project,2015.0,3,4.5,-83.642578,41.09766
40487,3052506,NE,Prairie Breeze II,2015.0,41,73.5,-97.854248,41.966373
40498,3052518,ME,Bingham Wind,2016.0,56,184.8,-69.751671,45.086684999999996
40531,3052560,KS,Buckeye,2015.0,112,200.0,-99.460533,38.991474
40554,3052583,KS,Marshall Wind Energy,2016.0,36,72.0,-96.36158,39.892471
40621,3052652,SD,Campbell County,2015.0,55,95.0,-100.305977,45.804512
40652,3052683,NE,Prairie Breeze III,2016.0,20,35.8,-97.94695300000001,42.004456
40663,3052694,NE,Grande Prairie,2016.0,200,400.0,-98.47024499999999,42.544518
40881,3052918,ME,Oakfield Wind,2015.0,48,147.6,-68.090073,46.062431
40888,3052925,NE,Creston Ridge,2015.0,4,6.8,-97.389709,41.677611999999996
40904,3052941,OH,Whirlpool Corp. Findlay Wind Farm,2015.0,2,3.0,-83.644386,41.101212
40946,3052984,IA,O'Brien,2016.0,91,219.765,-95.715645,43.195225
40952,3052990,IA,Ida Grove,2016.0,14,25.06,-95.42641400000001,42.426685
40976,3053014,KS,Cimarron Bend II,2017.0,100,200.0,-100.07599599999999,37.37793
40994,3053063,KS,Cimarron Bend I,2016.0,100,200.0,-99.942497,37.378349
41067,3053160,ND,Courtenay,2016.0,100,200.0,-98.597473,47.193653000000005
41200,3053311,ND,Lindahl,2017.0,75,150.0,-103.010605,48.514998999999996
41267,3053393,PA,Ringer Hill,2016.0,14,39.9,-79.198975,39.724388
41289,3053424,IA,Mason Wind LLC Perry,2017.0,3,6.0,-94.080627,41.81881
41302,3053439,IL,Method Manufacturing Plant,2015.0,1,0.6,-87.601456,41.698063
41313,3053451,KS,Kingman Wind Energy Center,2016.0,110,188.65,-98.39399,37.573902000000004
41342,3053480,KS,Ninnescah,2016.0,111,190.365,-98.531891,37.627972
41376,3053525,NY,Jericho Rise,2016.0,37,77.7,-74.12485500000001,44.904666999999996
41430,3053583,ND,Brady Wind I,2016.0,80,137.2,-102.75688199999999,46.653385
41451,3053606,MO,Osborn,2016.0,88,184.8,-94.47040600000001,39.887485999999996
41496,3053677,IL,Kelly Creek,2016.0,92,184.0,-88.174728,41.015202
41541,3053723,TX,Broadview Energy JN LLC,2017.0,36,82.8,-103.024734,34.783004999999996
41603,3053798,NM,Broadview Energy KW LLC,2017.0,62,142.6,-103.149315,34.77626
41664,3053866,TX,Cotton Plains Wind,2017.0,21,50.4,-101.24408000000001,33.950866999999995
41684,3053886,TX,Old Settler Wind,2017.0,63,151.2,-101.183174,33.995281
41752,3053954,TX,Salt Fork,2016.0,87,174.0,-100.924118,35.155449
41761,3053963,TX,Route 66,2015.0,75,150.0,-101.511871,35.214484999999996
41762,3053964,TX,Wake,2016.0,150,257.25,-101.09787800000001,33.878002
41785,3053987,MT,Greenfield Wind Farm,2016.0,13,29.9,-111.928802,47.717407
41845,3054047,TX,Bethel,2017.0,120,276.0,-102.482887,34.645046
41867,3054069,TX,South Plains II,2016.0,91,300.3,-101.42315699999999,34.25219
41921,3054123,OK,Rush Springs Wind Energy Center,2016.0,120,249.0,-97.916267,34.758907
42033,3054237,OK,Chisholm View II,2016.0,27,64.8,-97.645302,36.599407
42095,3054299,TX,Javelina,2015.0,11,19.69,-99.004997,27.394468
42259,3054485,TX,San Roman,2016.0,31,93.0,-97.393951,26.092829000000002
42280,3054506,UT,Tooele Army Depot II,2016.0,1,1.79,-112.369781,40.501865
42306,3054532,CO,Carousel,2015.0,88,149.6,-102.057373,39.367523
42321,3054547,TX,Logan's Gap Wind,2015.0,87,200.1,-98.757011,31.895374
42415,3054641,AZ,Red Horse 2,2015.0,15,30.0,-110.08613600000001,32.306835
42446,3054672,TX,Shannon,2015.0,119,204.09,-98.387375,33.537125
42706,3054944,TX,Horse Creek Wind,2016.0,100,230.0,-99.532021,33.425616999999995
42822,3055060,TX,Electra Wind,2016.0,100,230.0,-99.123222,34.149723
43039,3055277,OR,Benson Creek,2017.0,5,10.0,-117.27943400000001,44.423640999999996
43041,3055279,OR,Jett Creek,2017.0,5,10.0,-117.27428400000001,44.425358
43046,3055284,OR,Prospector,2017.0,5,10.0,-117.259293,44.415141999999996
43050,3055288,OR,Durbin Creek,2017.0,5,10.0,-117.330193,44.351841
43071,3055310,OK,Drift Sand,2016.0,54,108.0,-97.963364,34.846581
43193,3055456,OK,Grant Plains,2016.0,64,147.2,-97.667946,36.950394
43288,3055555,TX,Tyler Bluff,2016.0,52,125.58,-97.41229200000001,33.723984
43337,3055604,OK,Bluestem,2016.0,60,198.0,-100.608391,36.505203
43401,3055670,TX,Sendero,2015.0,39,78.0,-98.958923,27.135103000000004
43578,3055849,OK,Frontier I,2016.0,56,184.8,-97.249397,36.835659
43758,3056057,ND,Brady Wind II,2016.0,65,136.5,-102.7882,46.611507
43788,3056091,MI,Pinnebog,2016.0,30,51.0,-83.11640899999999,43.840965000000004
43801,3056119,MN,South Fork,2016.0,6,13.8,-95.399506,43.599777
43803,3056122,NE,Central Community College-Hastings,2016.0,1,1.7,-98.334496,40.569241
43973,3056332,KS,Western Plains,2017.0,122,280.6,-99.640793,37.909420000000004
44034,3056439,NY,Seneca Nation,2017.0,1,1.5,-79.102692,42.580894
44275,3056813,ND,Oliver III,2017.0,43,90.3,-101.14411199999999,46.952438
44563,3057158,OK,Great Western,2016.0,63,126.0,-99.643661,36.146133
44659,3057256,OR,Chopin,2016.0,6,9.9,-118.47426599999999,45.894127000000005
44732,3057329,WY,Pioneer Wind Park,2016.0,46,85.1,-105.856232,42.714344
44881,3057483,OK,Minco IV,2018.0,29,66.7,-98.25664599999999,35.395239000000004
45129,3057735,TX,Javelina II,2016.0,91,182.0,-98.918991,27.521703999999996
45203,3058886,NY,Fenner Wind Power Project - Repower,2012.0,1,1.5,-75.767876,42.975516999999996
45263,3060825,TX,Chapman Ranch,2017.0,81,249.075,-97.517326,27.581093
45283,3060851,IA,August Wind Energy LLC,2017.0,1,1.79,-94.47563199999999,40.764946
45284,3060852,KS,Bloom,2017.0,54,178.2,-99.926682,37.494019
45298,3060871,MI,Big Turtle II,2016.0,14,29.4,-82.81003299999999,43.93367
45326,3060936,ME,Pisgah Mountain,2016.0,5,9.0,-68.524231,44.780083000000005
45397,3061027,RI,WED Coventry 5,2017.0,1,1.5,-71.699883,41.659915999999996
45422,3061063,IA,Roseman Energy LLC,2017.0,1,1.79,-94.753922,41.373135
45576,3061249,IA,Neppel Wind Power Project,2004.0,1,1.5,-94.579018,43.401993
45589,3061265,IA,Birch Power LLC,2017.0,1,1.79,-94.474396,40.767693
45707,3061467,TX,Callahan Divide,2005.0,76,114.0,-99.98509200000001,32.343994
45712,3061497,TX,Rocksprings,2017.0,53,121.9,-100.720589,29.794533
45714,3061526,TX,Amazon Wind Farm Texas,2017.0,110,253.0,-101.028061,32.911335
45731,3061589,CA,Teichert Aggregates,2010.0,1,1.5,-121.35656000000002,37.616653
45737,3061601,CO,NREL - NWTC,2011.0,6,7.1,-105.22703600000001,39.905066999999995
45749,3061701,IL,GobNob,2009.0,1,0.9,-89.62859300000001,39.438492
45765,3061794,KS,BTI Wind,2010.0,2,0.068,-99.269791,37.606895
45766,3061796,NM,El Cabo,2017.0,142,298.2,-105.703667,34.668777
45768,3061820,CA,Brookfield Tehachapi 3,2004.0,9,13.5,-118.32202099999999,35.057533
45830,3062259,SD,Rosebud Sioux,2003.0,1,0.75,-100.578491,43.002693
45848,3062472,IL,Turbine EVE,2012.0,1,2.5,-89.245003,41.637596
45862,3062554,UT,Tooele Army Depot I,2009.0,1,1.5,-112.37728899999999,40.500694
45872,3062611,MN,Federated Rural Electric,2008.0,1,2.1,-94.591995,43.676792
45917,3062809,IA,Eldora-New Providence Schools,2002.0,1,0.75,-93.115601,42.354755
45923,3062843,TX,Red Canyon Wind Energy,2006.0,56,84.0,-101.245094,32.964596
45938,3062900,CA,San Gorgonio Wind Associates 7,1986.0,2,1.32,-116.58708999999999,33.922096
45946,3062945,MN,Norgaard,2006.0,7,8.75,-96.33139,44.315391999999996
45966,3063030,KS,FHSU Wind,2013.0,1,4.0,-99.405693,38.873894
45993,3063189,IA,Victory(Carroll),2006.0,52,83.2,-95.09639,42.155293
45995,3063198,NC,Appalachian State,2009.0,1,0.1,-81.692207,36.213485999999996
46005,3063233,OK,Redbed Plains,2017.0,31,65.1,-97.90786700000001,35.311619
46014,3063251,MO,Rock Creek,2017.0,150,300.0,-95.218796,40.42453
46082,3063377,NM,Sterling Phase I,2017.0,13,29.9,-103.251701,33.377609
46199,3063607,GU,Guam Power Authority Wind Turbine,2016.0,1,0.275,144.722656,13.389381
46200,3063701,PR,Santa Isabel,2012.0,44,101.2,-66.422234,17.992241
46205,3064510,AK,Klondike I,2001.0,16,24.0,-149.432159,60.126121999999995
46211,3064579,IL,Radford's Run,2017.0,139,305.8,-88.970543,40.050090999999995
46236,3064753,MI,Mackinaw City,2001.0,2,1.8,-84.74157,45.761798999999996
46238,3064787,MN,Westridge,2003.0,18,17.1,-96.09335300000001,44.050907
46376,3064944,NE,Creston Ridge Expansion,2017.0,3,6.9,-97.396461,41.676373
46510,3065457,TX,Willow Springs Wind Farm,2017.0,100,250.0,-99.640465,33.389216999999995
46515,3065462,TX,Santa Rita,2018.0,120,300.0,-101.31869499999999,31.149933
46524,3065472,TX,Fluvanna I,2017.0,74,155.4,-101.05117,32.875221
46542,3065490,TX,Buckthorn,2017.0,26,89.7,-98.41699200000001,32.376484000000005
46559,3065514,WA,Hopkins Ridge I,2005.0,83,149.4,-117.785072,46.42329
46561,3065520,WA,Windy Point Iia,2009.0,26,59.8,-120.885971,45.698986
46563,3065535,WI,Quilt Block,2017.0,49,98.0,-90.199997,42.693687
46566,3065539,TX,Horse Hollow III,2006.0,149,223.5,-100.275261,32.302761
46568,3065542,TX,Horse Hollow Wind Energy Center,2005.0,140,210.0,-99.996437,32.209396000000005
46596,3065609,IA,Prairie,2017.0,82,164.0,-92.60784100000001,41.41835
46641,3065745,TX,Horse Hollow II,2006.0,80,184.0,-100.00071,32.176871999999996
46672,3065841,VT,Deerfield Wind,2017.0,7,14.0,-72.967049,42.846889000000004
46902,3066596,IN,Bluff Point,2017.0,57,119.7,-85.016289,40.317436
46963,3066747,TX,Horse Hollow Expansion,2005.0,140,210.0,-100.02362099999999,32.243373999999996
47142,3067260,CA,Scheid Vineyards,2017.0,1,1.85,-121.191589,36.274509
47179,3067331,MN,Hometown WindPower North St. Paul,2010.0,1,0.16,-92.99838299999999,45.011433000000004
47195,3067427,NE,Pine Ridge Job Corp,2010.0,1,0.1,-102.983292,42.679728999999995
47206,3067493,CA,Dinosaur Point,1988.0,1,0.1,-121.187151,37.040824
47470,3067881,KS,Cloud County Community College,2010.0,2,0.2,-97.663795,39.548813
47497,3067914,ND,Sacred Heart Monestary,1997.0,2,0.2,-102.346581,46.896454
47498,3067915,AR,Bitworks,2003.0,1,0.1,-94.334,35.976391
47505,3067923,MN,Lac qui Parle Valley School,1997.0,1,0.23,-96.056167,45.073415999999995
47508,3067930,IA,IDGWP,1998.0,3,2.25,-94.140846,43.034908
47510,3067933,MN,Woodstock,1999.0,17,10.2,-96.082291,43.990063
47686,3068142,MN,Great River Energy Headquarters,2008.0,1,0.225,-93.435242,45.09507
47687,3068143,MN,Hometown WindPower Chaska,2010.0,1,0.16,-93.579567,44.821636
47688,3068144,MN,Hometown WindPower Shakopee,2010.0,1,0.16,-93.499779,44.799507
47739,3068372,NM,Llano Estacado Wind Ranch at Texico,1999.0,1,0.66,-103.056976,34.360141999999996
47740,3068377,NE,Omaha Public,2001.0,1,0.66,-96.37529,41.331379
47743,3068382,MN,Hometown WindPower Anoka,2010.0,1,0.16,-93.38369,45.22728
47744,3068383,WY,Foote Creek Rim I,1999.0,69,41.4,-106.20293400000001,41.634426
47745,3068385,WY,Foote Creek 3,1999.0,33,24.75,-106.185822,41.662102000000004
47751,3068391,WY,Foote Creek Rim II,1999.0,3,1.8,-106.18927,41.65749
47893,3068611,WI,Montfort Wind Farm,2001.0,20,30.0,-90.41372700000001,42.962353
47954,3068682,CO,Ponnequin (EUI),1999.0,7,5.1,-104.81102800000001,40.998688
48014,3068753,WY,Rock River I,2001.0,50,50.0,-106.134956,41.718716
48073,3068841,MN,Lincoln County,2003.0,1,0.9,-96.450485,44.524673
48074,3068842,MN,Farmer's,2004.0,6,5.7,-95.38428499999999,43.651352
48090,3068859,MN,Lakota Wind,2005.0,2,1.9,-94.44929499999999,43.571712
48244,3069111,IA,Sibley Wind Farm,1997.0,2,1.2,-95.649292,43.408596
48246,3069119,MN,Chanarambie,2003.0,57,85.5,-96.027901,43.995319
48247,3069120,MN,Viking,2003.0,8,12.0,-96.008286,43.970428000000005
48270,3069149,OK,OK Wind Energy Center(mooreland),2003.0,68,102.0,-99.320305,36.602123
48509,3069428,IL,Illinois Rural Electric Cooperative,2005.0,1,1.65,-90.846191,39.618793
48591,3069567,IA,Wind GEM,2015.0,1,1.85,-94.339256,41.469986
48635,3069642,RI,Hodges Badge,2012.0,1,0.25,-71.254944,41.566421999999996
48650,3069713,CA,EDF Renewable V,1990.0,78,16.2,-121.838972,38.145765999999995
48726,3069804,IL,Erie Community School District 1,2008.0,1,1.2,-90.079185,41.647644
48737,3069816,MN,St. Olaf College,2006.0,1,1.65,-93.192368,44.462383
48738,3069817,MN,Hometown WindPower Faribault,2010.0,1,0.16,-93.291763,44.335976
48770,3069854,MN,Mountain Lake Wind,2007.0,1,1.25,-94.943382,43.940548
48927,3070204,AK,St. Paul Island I,1999.0,1,0.225,-170.235947,57.157486
48943,3070224,IA,Top of Iowa II,2008.0,40,80.0,-93.309448,43.366508
48980,3070274,KS,Spearville I,2006.0,67,100.5,-99.707291,37.875694
49130,3070434,SD,City of Howard Wind Turbines,2001.0,2,0.21600000000000003,-97.53942099999999,44.009567
49131,3070435,SD,Carthage Wind Turbine,2002.0,1,0.10800000000000001,-97.740433,44.169022
49134,3070438,IL,Sherrard High School,2009.0,1,0.66,-90.52822900000001,41.344524
49271,3070809,IA,Cannon 1,2009.0,1,0.95,-92.368904,42.73275
49276,3070814,IA,Wall Lake Municipal Utilities,2003.0,1,0.66,-95.094162,42.281982
49322,3070865,IL,Pigeon Creek,2009.0,1,0.9,-91.192268,39.833282000000004
49404,3071041,IA,Spirit Lake,2001.0,2,1.0,-95.099014,43.411377
49487,3071132,MI,Mackinaw City (Bay Windpower I),2001.0,2,1.8,-84.738312,45.761806
49490,3071135,OK,High Plains Tech Center,2010.0,1,0.1,-99.42819200000001,36.406456
49522,3071168,WY,Seven Mile Hill I,2008.0,65,97.5,-106.416,41.962364
49541,3071197,TX,Mountain Peak Special Utility District,2010.0,1,0.1,-97.024254,32.421448
49542,3071198,MD,Crisfield Waste Water Treatment Plant,2017.0,1,0.75,-75.85838299999999,37.982826
49543,3071199,MD,Talbot County DPW,2010.0,3,0.3,-76.033745,38.818405
49546,3071203,MN,Hometown WindPower Buffalo,2010.0,1,0.16,-93.835236,45.185966
49551,3071213,MN,Wing River Wind,2007.0,1,2.5,-95.116104,46.343666
49556,3071218,IL,Other World Computing,2009.0,1,0.5,-88.417328,42.28112
49565,3071228,MN,Hometown WindPower East Grand Forks,2010.0,1,0.16,-96.987137,47.937672
49567,3071230,ME,GSA,2010.0,2,0.2,-70.396263,45.80381
49571,3071234,IL,Porta High School,2009.0,1,0.6,-89.863617,40.016723999999996
49573,3071236,MN,Hometown WindPower Arlington,2010.0,1,0.16,-94.06489599999999,44.612823
49654,3071374,MN,DH Blattner Headquarters,2009.0,1,0.1,-94.44567099999999,45.59433
49655,3071375,MN,Hometown WindPower Olivia,2010.0,1,0.16,-94.998665,44.77771
49656,3071376,MN,Hometown WindPower Winthrop,2010.0,1,0.16,-94.35990100000001,44.537867999999996
49657,3071377,MN,Hometown WindPower Brownton,2010.0,1,0.16,-94.342155,44.733486
49658,3071382,OH,TJ Automation,2010.0,1,0.1,-84.30851,41.459095
49675,3071410,OH,Boyce Dairy Farm,2010.0,1,0.1,-81.04547099999999,40.868603
49694,3071432,OH,Upper Scioto Valley School,2009.0,2,0.2,-83.78804000000001,40.690369
49696,3071434,NE,Lincoln Wind Energy Facility,1998.0,1,0.66,-96.623299,40.904003
49704,3071442,OH,Three D Metals Corporation,2009.0,1,0.1,-81.883057,41.248146000000006
50074,3072052,WY,BLM-JCI,2010.0,1,0.1,-107.241638,41.797478000000005
